%
(G-code output for Bezier Surface generated from given 4x4 matrix)
(Generated by HARISHKUMAR LAXMIKANT GAJAKOSH)
(As a part of COMPUTER INTEGRATED MANUFACTURING Project)
(Guided By Prof RAKESH LINGAM
(Creation date: 22-May-2022 21:59:42)
(Spindle Speed	= 12000 RPM)
(Tool	= 1)
N1 G90
N2 G21
N3 	G00 	X1.00000 	Y5.00000 	Z2.50000 	F100
N4 	G01 	X1.00000 	Y5.00000 	Z1.00000
N4795 	G01 	X2.08474 	Y31.11343 	Z2.18935
N4796 	G01 	X1.54119 	Y31.11343 	Z2.23941
N4797 	G01 	X1.00000 	Y31.11343 	Z2.29230

N4798 	G01 	X1.00000 	Y31.39422 	Z2.27737
N4799 	G01 	X1.54119 	Y31.39422 	Z2.22378
N4800 	G01 	X2.08474 	Y31.39422 	Z2.17316
N4801 	G01 	X2.63058 	Y31.39422 	Z2.12541
N4802 	G01 	X3.17869 	Y31.39422 	Z2.08043
N4803 	G01 	X3.72900 	Y31.39422 	Z2.03814
N4804 	G01 	X4.28147 	Y31.39422 	Z1.99842
N4805 	G01 	X4.83606 	Y31.39422 	Z1.96119
N4806 	G01 	X5.39270 	Y31.39422 	Z1.92633
N4807 	G01 	X5.95137 	Y31.39422 	Z1.89377
N4808 	G01 	X6.51200 	Y31.39422 	Z1.86339
N4809 	G01 	X7.07455 	Y31.39422 	Z1.83510
N4810 	G01 	X7.63898 	Y31.39422 	Z1.80880
N4811 	G01 	X8.20522 	Y31.39422 	Z1.78439
N4812 	G01 	X8.77325 	Y31.39422 	Z1.76179
N4813 	G01 	X9.34300 	Y31.39422 	Z1.74087
N4814 	G01 	X9.91443 	Y31.39422 	Z1.72156
N4815 	G01 	X10.48750 	Y31.39422 	Z1.70375
N4816 	G01 	X11.06214 	Y31.39422 	Z1.68735
N4817 	G01 	X11.63833 	Y31.39422 	Z1.67224
N4818 	G01 	X12.21600 	Y31.39422 	Z1.65835
N4819 	G01 	X12.79511 	Y31.39422 	Z1.64557
N4820 	G01 	X13.37562 	Y31.39422 	Z1.63380
N4821 	G01 	X13.95746 	Y31.39422 	Z1.62294
N4822 	G01 	X14.54061 	Y31.39422 	Z1.61290
N4823 	G01 	X15.12500 	Y31.39422 	Z1.60357
N4824 	G01 	X15.71059 	Y31.39422 	Z1.59487
N4825 	G01 	X16.29734 	Y31.39422 	Z1.58669
N4826 	G01 	X16.88518 	Y31.39422 	Z1.57893
N4827 	G01 	X17.47409 	Y31.39422 	Z1.57150
N4828 	G01 	X18.06400 	Y31.39422 	Z1.56430
N4829 	G01 	X18.65487 	Y31.39422 	Z1.55722
N4830 	G01 	X19.24666 	Y31.39422 	Z1.55018
N4831 	G01 	X19.83930 	Y31.39422 	Z1.54307
N4832 	G01 	X20.43277 	Y31.39422 	Z1.53580
N4833 	G01 	X21.02700 	Y31.39422 	Z1.52827
N4834 	G01 	X21.62195 	Y31.39422 	Z1.52038
N4835 	G01 	X22.21758 	Y31.39422 	Z1.51203
N4836 	G01 	X22.81382 	Y31.39422 	Z1.50312
N4837 	G01 	X23.41065 	Y31.39422 	Z1.49356
N4838 	G01 	X24.00800 	Y31.39422 	Z1.48325
N4839 	G01 	X24.60583 	Y31.39422 	Z1.47209
N4840 	G01 	X25.20410 	Y31.39422 	Z1.45998
N4841 	G01 	X25.80274 	Y31.39422 	Z1.44683
N4842 	G01 	X26.40173 	Y31.39422 	Z1.43253
N4843 	G01 	X27.00100 	Y31.39422 	Z1.41699
N4844 	G01 	X27.60051 	Y31.39422 	Z1.40011
N4845 	G01 	X28.20022 	Y31.39422 	Z1.38179
N4846 	G01 	X28.80006 	Y31.39422 	Z1.36194
N4847 	G01 	X29.40001 	Y31.39422 	Z1.34046
N4848 	G01 	X30.00000 	Y31.39422 	Z1.31724

N4849 	G01 	X30.00000 	Y31.67501 	Z1.29565
N4850 	G01 	X29.40001 	Y31.67501 	Z1.32106
N4851 	G01 	X28.80006 	Y31.67501 	Z1.34455
N4852 	G01 	X28.20022 	Y31.67501 	Z1.36621
N4853 	G01 	X27.60051 	Y31.67501 	Z1.38617
N4854 	G01 	X27.00100 	Y31.67501 	Z1.40452
N4855 	G01 	X26.40173 	Y31.67501 	Z1.42136
N4856 	G01 	X25.80274 	Y31.67501 	Z1.43680
N4857 	G01 	X25.20410 	Y31.67501 	Z1.45095
N4858 	G01 	X24.60583 	Y31.67501 	Z1.46391
N4859 	G01 	X24.00800 	Y31.67501 	Z1.47578
N4860 	G01 	X23.41065 	Y31.67501 	Z1.48668
N4861 	G01 	X22.81382 	Y31.67501 	Z1.49669
N4862 	G01 	X22.21758 	Y31.67501 	Z1.50593
N4863 	G01 	X21.62195 	Y31.67501 	Z1.51451
N4864 	G01 	X21.02700 	Y31.67501 	Z1.52252
N4865 	G01 	X20.43277 	Y31.67501 	Z1.53008
N4866 	G01 	X19.83930 	Y31.67501 	Z1.53728
N4867 	G01 	X19.24666 	Y31.67501 	Z1.54423
N4868 	G01 	X18.65487 	Y31.67501 	Z1.55104
N4869 	G01 	X18.06400 	Y31.67501 	Z1.55781
N4870 	G01 	X17.47409 	Y31.67501 	Z1.56465
N4871 	G01 	X16.88518 	Y31.67501 	Z1.57165
N4872 	G01 	X16.29734 	Y31.67501 	Z1.57893
N4873 	G01 	X15.71059 	Y31.67501 	Z1.58659
N4874 	G01 	X15.12500 	Y31.67501 	Z1.59473
N4875 	G01 	X14.54061 	Y31.67501 	Z1.60346
N4876 	G01 	X13.95746 	Y31.67501 	Z1.61289
N4877 	G01 	X13.37562 	Y31.67501 	Z1.62311
N4878 	G01 	X12.79511 	Y31.67501 	Z1.63423
N4879 	G01 	X12.21600 	Y31.67501 	Z1.64636
N4880 	G01 	X11.63833 	Y31.67501 	Z1.65960
N4881 	G01 	X11.06214 	Y31.67501 	Z1.67406
N4882 	G01 	X10.48750 	Y31.67501 	Z1.68984
N4883 	G01 	X9.91443 	Y31.67501 	Z1.70704
N4884 	G01 	X9.34300 	Y31.67501 	Z1.72577
N4885 	G01 	X8.77325 	Y31.67501 	Z1.74614
N4886 	G01 	X8.20522 	Y31.67501 	Z1.76825
N4887 	G01 	X7.63898 	Y31.67501 	Z1.79220
N4888 	G01 	X7.07455 	Y31.67501 	Z1.81810
N4889 	G01 	X6.51200 	Y31.67501 	Z1.84605
N4890 	G01 	X5.95137 	Y31.67501 	Z1.87616
N4891 	G01 	X5.39270 	Y31.67501 	Z1.90854
N4892 	G01 	X4.83606 	Y31.67501 	Z1.94328
N4893 	G01 	X4.28147 	Y31.67501 	Z1.98049
N4894 	G01 	X3.72900 	Y31.67501 	Z2.02027
N4895 	G01 	X3.17869 	Y31.67501 	Z2.06274
N4896 	G01 	X2.63058 	Y31.67501 	Z2.10800
N4897 	G01 	X2.08474 	Y31.67501 	Z2.15614
N4898 	G01 	X1.54119 	Y31.67501 	Z2.20728
N4899 	G01 	X1.00000 	Y31.67501 	Z2.26152

N4900 	G01 	X1.00000 	Y31.95580 	Z2.24473
N4901 	G01 	X1.54119 	Y31.95580 	Z2.18990
N4902 	G01 	X2.08474 	Y31.95580 	Z2.13830
N4903 	G01 	X2.63058 	Y31.95580 	Z2.08981
N4904 	G01 	X3.17869 	Y31.95580 	Z2.04433
N4905 	G01 	X3.72900 	Y31.95580 	Z2.00174
N4906 	G01 	X4.28147 	Y31.95580 	Z1.96193
N4907 	G01 	X4.83606 	Y31.95580 	Z1.92479
N4908 	G01 	X5.39270 	Y31.95580 	Z1.89021
N4909 	G01 	X5.95137 	Y31.95580 	Z1.85808
N4910 	G01 	X6.51200 	Y31.95580 	Z1.82829
N4911 	G01 	X7.07455 	Y31.95580 	Z1.80072
N4912 	G01 	X7.63898 	Y31.95580 	Z1.77527
N4913 	G01 	X8.20522 	Y31.95580 	Z1.75181
N4914 	G01 	X8.77325 	Y31.95580 	Z1.73025
N4915 	G01 	X9.34300 	Y31.95580 	Z1.71047
N4916 	G01 	X9.91443 	Y31.95580 	Z1.69235
N4917 	G01 	X10.48750 	Y31.95580 	Z1.67579
N4918 	G01 	X11.06214 	Y31.95580 	Z1.66068
N4919 	G01 	X11.63833 	Y31.95580 	Z1.64690
N4920 	G01 	X12.21600 	Y31.95580 	Z1.63434
N4921 	G01 	X12.79511 	Y31.95580 	Z1.62290
N4922 	G01 	X13.37562 	Y31.95580 	Z1.61245
N4923 	G01 	X13.95746 	Y31.95580 	Z1.60289
N4924 	G01 	X14.54061 	Y31.95580 	Z1.59411
N4925 	G01 	X15.12500 	Y31.95580 	Z1.58599
N4926 	G01 	X15.71059 	Y31.95580 	Z1.57843
N4927 	G01 	X16.29734 	Y31.95580 	Z1.57131
N4928 	G01 	X16.88518 	Y31.95580 	Z1.56452
N4929 	G01 	X17.47409 	Y31.95580 	Z1.55795
N4930 	G01 	X18.06400 	Y31.95580 	Z1.55149
N4931 	G01 	X18.65487 	Y31.95580 	Z1.54503
N4932 	G01 	X19.24666 	Y31.95580 	Z1.53845
N4933 	G01 	X19.83930 	Y31.95580 	Z1.53165
N4934 	G01 	X20.43277 	Y31.95580 	Z1.52451
N4935 	G01 	X21.02700 	Y31.95580 	Z1.51692
N4936 	G01 	X21.62195 	Y31.95580 	Z1.50877
N4937 	G01 	X22.21758 	Y31.95580 	Z1.49995
N4938 	G01 	X22.81382 	Y31.95580 	Z1.49035
N4939 	G01 	X23.41065 	Y31.95580 	Z1.47985
N4940 	G01 	X24.00800 	Y31.95580 	Z1.46835
N4941 	G01 	X24.60583 	Y31.95580 	Z1.45573
N4942 	G01 	X25.20410 	Y31.95580 	Z1.44189
N4943 	G01 	X25.80274 	Y31.95580 	Z1.42670
N4944 	G01 	X26.40173 	Y31.95580 	Z1.41006
N4945 	G01 	X27.00100 	Y31.95580 	Z1.39186
N4946 	G01 	X27.60051 	Y31.95580 	Z1.37199
N4947 	G01 	X28.20022 	Y31.95580 	Z1.35033
N4948 	G01 	X28.80006 	Y31.95580 	Z1.32677
N4949 	G01 	X29.40001 	Y31.95580 	Z1.30121
N4950 	G01 	X30.00000 	Y31.95580 	Z1.27353

N4951 	G01 	X30.00000 	Y32.23659 	Z1.25089
N4952 	G01 	X29.40001 	Y32.23659 	Z1.28092
N4953 	G01 	X28.80006 	Y32.23659 	Z1.30863
N4954 	G01 	X28.20022 	Y32.23659 	Z1.33414
N4955 	G01 	X27.60051 	Y32.23659 	Z1.35757
N4956 	G01 	X27.00100 	Y32.23659 	Z1.37902
N4957 	G01 	X26.40173 	Y32.23659 	Z1.39863
N4958 	G01 	X25.80274 	Y32.23659 	Z1.41651
N4959 	G01 	X25.20410 	Y32.23659 	Z1.43278
N4960 	G01 	X24.60583 	Y32.23659 	Z1.44756
N4961 	G01 	X24.00800 	Y32.23659 	Z1.46096
N4962 	G01 	X23.41065 	Y32.23659 	Z1.47310
N4963 	G01 	X22.81382 	Y32.23659 	Z1.48410
N4964 	G01 	X22.21758 	Y32.23659 	Z1.49409
N4965 	G01 	X21.62195 	Y32.23659 	Z1.50317
N4966 	G01 	X21.02700 	Y32.23659 	Z1.51147
N4967 	G01 	X20.43277 	Y32.23659 	Z1.51910
N4968 	G01 	X19.83930 	Y32.23659 	Z1.52619
N4969 	G01 	X19.24666 	Y32.23659 	Z1.53284
N4970 	G01 	X18.65487 	Y32.23659 	Z1.53919
N4971 	G01 	X18.06400 	Y32.23659 	Z1.54534
N4972 	G01 	X17.47409 	Y32.23659 	Z1.55142
N4973 	G01 	X16.88518 	Y32.23659 	Z1.55755
N4974 	G01 	X16.29734 	Y32.23659 	Z1.56383
N4975 	G01 	X15.71059 	Y32.23659 	Z1.57040
N4976 	G01 	X15.12500 	Y32.23659 	Z1.57736
N4977 	G01 	X14.54061 	Y32.23659 	Z1.58484
N4978 	G01 	X13.95746 	Y32.23659 	Z1.59296
N4979 	G01 	X13.37562 	Y32.23659 	Z1.60183
N4980 	G01 	X12.79511 	Y32.23659 	Z1.61157
N4981 	G01 	X12.21600 	Y32.23659 	Z1.62230
N4982 	G01 	X11.63833 	Y32.23659 	Z1.63415
N4983 	G01 	X11.06214 	Y32.23659 	Z1.64721
N4984 	G01 	X10.48750 	Y32.23659 	Z1.66163
N4985 	G01 	X9.91443 	Y32.23659 	Z1.67750
N4986 	G01 	X9.34300 	Y32.23659 	Z1.69496
N4987 	G01 	X8.77325 	Y32.23659 	Z1.71411
N4988 	G01 	X8.20522 	Y32.23659 	Z1.73509
N4989 	G01 	X7.63898 	Y32.23659 	Z1.75800
N4990 	G01 	X7.07455 	Y32.23659 	Z1.78296
N4991 	G01 	X6.51200 	Y32.23659 	Z1.81010
N4992 	G01 	X5.95137 	Y32.23659 	Z1.83953
N4993 	G01 	X5.39270 	Y32.23659 	Z1.87137
N4994 	G01 	X4.83606 	Y32.23659 	Z1.90573
N4995 	G01 	X4.28147 	Y32.23659 	Z1.94274
N4996 	G01 	X3.72900 	Y32.23659 	Z1.98252
N4997 	G01 	X3.17869 	Y32.23659 	Z2.02518
N4998 	G01 	X2.63058 	Y32.23659 	Z2.07084
N4999 	G01 	X2.08474 	Y32.23659 	Z2.11961
N5000 	G01 	X1.54119 	Y32.23659 	Z2.17163
N5001 	G01 	X1.00000 	Y32.23659 	Z2.22699

N5002 	G01 	X1.00000 	Y32.51738 	Z2.20831
N5003 	G01 	X1.54119 	Y32.51738 	Z2.15245
N5004 	G01 	X2.08474 	Y32.51738 	Z2.10008
N5005 	G01 	X2.63058 	Y32.51738 	Z2.05107
N5006 	G01 	X3.17869 	Y32.51738 	Z2.00529
N5007 	G01 	X3.72900 	Y32.51738 	Z1.96262
N5008 	G01 	X4.28147 	Y32.51738 	Z1.92293
N5009 	G01 	X4.83606 	Y32.51738 	Z1.88609
N5010 	G01 	X5.39270 	Y32.51738 	Z1.85199
N5011 	G01 	X5.95137 	Y32.51738 	Z1.82050
N5012 	G01 	X6.51200 	Y32.51738 	Z1.79148
N5013 	G01 	X7.07455 	Y32.51738 	Z1.76483
N5014 	G01 	X7.63898 	Y32.51738 	Z1.74040
N5015 	G01 	X8.20522 	Y32.51738 	Z1.71808
N5016 	G01 	X8.77325 	Y32.51738 	Z1.69773
N5017 	G01 	X9.34300 	Y32.51738 	Z1.67925
N5018 	G01 	X9.91443 	Y32.51738 	Z1.66249
N5019 	G01 	X10.48750 	Y32.51738 	Z1.64734
N5020 	G01 	X11.06214 	Y32.51738 	Z1.63366
N5021 	G01 	X11.63833 	Y32.51738 	Z1.62134
N5022 	G01 	X12.21600 	Y32.51738 	Z1.61025
N5023 	G01 	X12.79511 	Y32.51738 	Z1.60027
N5024 	G01 	X13.37562 	Y32.51738 	Z1.59126
N5025 	G01 	X13.95746 	Y32.51738 	Z1.58310
N5026 	G01 	X14.54061 	Y32.51738 	Z1.57567
N5027 	G01 	X15.12500 	Y32.51738 	Z1.56885
N5028 	G01 	X15.71059 	Y32.51738 	Z1.56250
N5029 	G01 	X16.29734 	Y32.51738 	Z1.55650
N5030 	G01 	X16.88518 	Y32.51738 	Z1.55074
N5031 	G01 	X17.47409 	Y32.51738 	Z1.54507
N5032 	G01 	X18.06400 	Y32.51738 	Z1.53938
N5033 	G01 	X18.65487 	Y32.51738 	Z1.53354
N5034 	G01 	X19.24666 	Y32.51738 	Z1.52742
N5035 	G01 	X19.83930 	Y32.51738 	Z1.52091
N5036 	G01 	X20.43277 	Y32.51738 	Z1.51387
N5037 	G01 	X21.02700 	Y32.51738 	Z1.50618
N5038 	G01 	X21.62195 	Y32.51738 	Z1.49772
N5039 	G01 	X22.21758 	Y32.51738 	Z1.48836
N5040 	G01 	X22.81382 	Y32.51738 	Z1.47797
N5041 	G01 	X23.41065 	Y32.51738 	Z1.46643
N5042 	G01 	X24.00800 	Y32.51738 	Z1.45361
N5043 	G01 	X24.60583 	Y32.51738 	Z1.43939
N5044 	G01 	X25.20410 	Y32.51738 	Z1.42365
N5045 	G01 	X25.80274 	Y32.51738 	Z1.40626
N5046 	G01 	X26.40173 	Y32.51738 	Z1.38708
N5047 	G01 	X27.00100 	Y32.51738 	Z1.36601
N5048 	G01 	X27.60051 	Y32.51738 	Z1.34291
N5049 	G01 	X28.20022 	Y32.51738 	Z1.31765
N5050 	G01 	X28.80006 	Y32.51738 	Z1.29012
N5051 	G01 	X29.40001 	Y32.51738 	Z1.26018
N5052 	G01 	X30.00000 	Y32.51738 	Z1.22772

N5053 	G01 	X30.00000 	Y32.79817 	Z1.20402
N5054 	G01 	X29.40001 	Y32.79817 	Z1.23900
N5055 	G01 	X28.80006 	Y32.79817 	Z1.27124
N5056 	G01 	X28.20022 	Y32.79817 	Z1.30086
N5057 	G01 	X27.60051 	Y32.79817 	Z1.32801
N5058 	G01 	X27.00100 	Y32.79817 	Z1.35282
N5059 	G01 	X26.40173 	Y32.79817 	Z1.37542
N5060 	G01 	X25.80274 	Y32.79817 	Z1.39593
N5061 	G01 	X25.20410 	Y32.79817 	Z1.41450
N5062 	G01 	X24.60583 	Y32.79817 	Z1.43125
N5063 	G01 	X24.00800 	Y32.79817 	Z1.44632
N5064 	G01 	X23.41065 	Y32.79817 	Z1.45984
N5065 	G01 	X22.81382 	Y32.79817 	Z1.47194
N5066 	G01 	X22.21758 	Y32.79817 	Z1.48276
N5067 	G01 	X21.62195 	Y32.79817 	Z1.49243
N5068 	G01 	X21.02700 	Y32.79817 	Z1.50107
N5069 	G01 	X20.43277 	Y32.79817 	Z1.50882
N5070 	G01 	X19.83930 	Y32.79817 	Z1.51582
N5071 	G01 	X19.24666 	Y32.79817 	Z1.52220
N5072 	G01 	X18.65487 	Y32.79817 	Z1.52808
N5073 	G01 	X18.06400 	Y32.79817 	Z1.53360
N5074 	G01 	X17.47409 	Y32.79817 	Z1.53890
N5075 	G01 	X16.88518 	Y32.79817 	Z1.54410
N5076 	G01 	X16.29734 	Y32.79817 	Z1.54934
N5077 	G01 	X15.71059 	Y32.79817 	Z1.55475
N5078 	G01 	X15.12500 	Y32.79817 	Z1.56046
N5079 	G01 	X14.54061 	Y32.79817 	Z1.56661
N5080 	G01 	X13.95746 	Y32.79817 	Z1.57333
N5081 	G01 	X13.37562 	Y32.79817 	Z1.58074
N5082 	G01 	X12.79511 	Y32.79817 	Z1.58899
N5083 	G01 	X12.21600 	Y32.79817 	Z1.59819
N5084 	G01 	X11.63833 	Y32.79817 	Z1.60850
N5085 	G01 	X11.06214 	Y32.79817 	Z1.62004
N5086 	G01 	X10.48750 	Y32.79817 	Z1.63293
N5087 	G01 	X9.91443 	Y32.79817 	Z1.64732
N5088 	G01 	X9.34300 	Y32.79817 	Z1.66334
N5089 	G01 	X8.77325 	Y32.79817 	Z1.68111
N5090 	G01 	X8.20522 	Y32.79817 	Z1.70078
N5091 	G01 	X7.63898 	Y32.79817 	Z1.72246
N5092 	G01 	X7.07455 	Y32.79817 	Z1.74631
N5093 	G01 	X6.51200 	Y32.79817 	Z1.77243
N5094 	G01 	X5.95137 	Y32.79817 	Z1.80098
N5095 	G01 	X5.39270 	Y32.79817 	Z1.83209
N5096 	G01 	X4.83606 	Y32.79817 	Z1.86587
N5097 	G01 	X4.28147 	Y32.79817 	Z1.90247
N5098 	G01 	X3.72900 	Y32.79817 	Z1.94203
N5099 	G01 	X3.17869 	Y32.79817 	Z1.98466
N5100 	G01 	X2.63058 	Y32.79817 	Z2.03051
N5101 	G01 	X2.08474 	Y32.79817 	Z2.07970
N5102 	G01 	X1.54119 	Y32.79817 	Z2.13237
N5103 	G01 	X1.00000 	Y32.79817 	Z2.18865

N5104 	G01 	X1.00000 	Y33.07896 	Z2.16803
N5105 	G01 	X1.54119 	Y33.07896 	Z2.11137
N5106 	G01 	X2.08474 	Y33.07896 	Z2.05845
N5107 	G01 	X2.63058 	Y33.07896 	Z2.00914
N5108 	G01 	X3.17869 	Y33.07896 	Z1.96328
N5109 	G01 	X3.72900 	Y33.07896 	Z1.92074
N5110 	G01 	X4.28147 	Y33.07896 	Z1.88138
N5111 	G01 	X4.83606 	Y33.07896 	Z1.84506
N5112 	G01 	X5.39270 	Y33.07896 	Z1.81164
N5113 	G01 	X5.95137 	Y33.07896 	Z1.78099
N5114 	G01 	X6.51200 	Y33.07896 	Z1.75295
N5115 	G01 	X7.07455 	Y33.07896 	Z1.72740
N5116 	G01 	X7.63898 	Y33.07896 	Z1.70420
N5117 	G01 	X8.20522 	Y33.07896 	Z1.68319
N5118 	G01 	X8.77325 	Y33.07896 	Z1.66425
N5119 	G01 	X9.34300 	Y33.07896 	Z1.64723
N5120 	G01 	X9.91443 	Y33.07896 	Z1.63200
N5121 	G01 	X10.48750 	Y33.07896 	Z1.61842
N5122 	G01 	X11.06214 	Y33.07896 	Z1.60634
N5123 	G01 	X11.63833 	Y33.07896 	Z1.59562
N5124 	G01 	X12.21600 	Y33.07896 	Z1.58613
N5125 	G01 	X12.79511 	Y33.07896 	Z1.57773
N5126 	G01 	X13.37562 	Y33.07896 	Z1.57028
N5127 	G01 	X13.95746 	Y33.07896 	Z1.56364
N5128 	G01 	X14.54061 	Y33.07896 	Z1.55766
N5129 	G01 	X15.12500 	Y33.07896 	Z1.55221
N5130 	G01 	X15.71059 	Y33.07896 	Z1.54715
N5131 	G01 	X16.29734 	Y33.07896 	Z1.54235
N5132 	G01 	X16.88518 	Y33.07896 	Z1.53765
N5133 	G01 	X17.47409 	Y33.07896 	Z1.53292
N5134 	G01 	X18.06400 	Y33.07896 	Z1.52803
N5135 	G01 	X18.65487 	Y33.07896 	Z1.52282
N5136 	G01 	X19.24666 	Y33.07896 	Z1.51717
N5137 	G01 	X19.83930 	Y33.07896 	Z1.51093
N5138 	G01 	X20.43277 	Y33.07896 	Z1.50397
N5139 	G01 	X21.02700 	Y33.07896 	Z1.49614
N5140 	G01 	X21.62195 	Y33.07896 	Z1.48730
N5141 	G01 	X22.21758 	Y33.07896 	Z1.47731
N5142 	G01 	X22.81382 	Y33.07896 	Z1.46605
N5143 	G01 	X23.41065 	Y33.07896 	Z1.45335
N5144 	G01 	X24.00800 	Y33.07896 	Z1.43910
N5145 	G01 	X24.60583 	Y33.07896 	Z1.42314
N5146 	G01 	X25.20410 	Y33.07896 	Z1.40533
N5147 	G01 	X25.80274 	Y33.07896 	Z1.38555
N5148 	G01 	X26.40173 	Y33.07896 	Z1.36364
N5149 	G01 	X27.00100 	Y33.07896 	Z1.33947
N5150 	G01 	X27.60051 	Y33.07896 	Z1.31289
N5151 	G01 	X28.20022 	Y33.07896 	Z1.28378
N5152 	G01 	X28.80006 	Y33.07896 	Z1.25199
N5153 	G01 	X29.40001 	Y33.07896 	Z1.21738
N5154 	G01 	X30.00000 	Y33.07896 	Z1.17980

N5155 	G01 	X30.00000 	Y33.35975 	Z1.15506
N5156 	G01 	X29.40001 	Y33.35975 	Z1.19531
N5157 	G01 	X28.80006 	Y33.35975 	Z1.23238
N5158 	G01 	X28.20022 	Y33.35975 	Z1.26641
N5159 	G01 	X27.60051 	Y33.35975 	Z1.29755
N5160 	G01 	X27.00100 	Y33.35975 	Z1.32595
N5161 	G01 	X26.40173 	Y33.35975 	Z1.35175
N5162 	G01 	X25.80274 	Y33.35975 	Z1.37511
N5163 	G01 	X25.20410 	Y33.35975 	Z1.39616
N5164 	G01 	X24.60583 	Y33.35975 	Z1.41505
N5165 	G01 	X24.00800 	Y33.35975 	Z1.43194
N5166 	G01 	X23.41065 	Y33.35975 	Z1.44697
N5167 	G01 	X22.81382 	Y33.35975 	Z1.46028
N5168 	G01 	X22.21758 	Y33.35975 	Z1.47202
N5169 	G01 	X21.62195 	Y33.35975 	Z1.48235
N5170 	G01 	X21.02700 	Y33.35975 	Z1.49139
N5171 	G01 	X20.43277 	Y33.35975 	Z1.49932
N5172 	G01 	X19.83930 	Y33.35975 	Z1.50626
N5173 	G01 	X19.24666 	Y33.35975 	Z1.51236
N5174 	G01 	X18.65487 	Y33.35975 	Z1.51778
N5175 	G01 	X18.06400 	Y33.35975 	Z1.52266
N5176 	G01 	X17.47409 	Y33.35975 	Z1.52715
N5177 	G01 	X16.88518 	Y33.35975 	Z1.53139
N5178 	G01 	X16.29734 	Y33.35975 	Z1.53553
N5179 	G01 	X15.71059 	Y33.35975 	Z1.53972
N5180 	G01 	X15.12500 	Y33.35975 	Z1.54410
N5181 	G01 	X14.54061 	Y33.35975 	Z1.54883
N5182 	G01 	X13.95746 	Y33.35975 	Z1.55404
N5183 	G01 	X13.37562 	Y33.35975 	Z1.55989
N5184 	G01 	X12.79511 	Y33.35975 	Z1.56652
N5185 	G01 	X12.21600 	Y33.35975 	Z1.57408
N5186 	G01 	X11.63833 	Y33.35975 	Z1.58271
N5187 	G01 	X11.06214 	Y33.35975 	Z1.59257
N5188 	G01 	X10.48750 	Y33.35975 	Z1.60379
N5189 	G01 	X9.91443 	Y33.35975 	Z1.61653
N5190 	G01 	X9.34300 	Y33.35975 	Z1.63094
N5191 	G01 	X8.77325 	Y33.35975 	Z1.64715
N5192 	G01 	X8.20522 	Y33.35975 	Z1.66532
N5193 	G01 	X7.63898 	Y33.35975 	Z1.68559
N5194 	G01 	X7.07455 	Y33.35975 	Z1.70812
N5195 	G01 	X6.51200 	Y33.35975 	Z1.73304
N5196 	G01 	X5.95137 	Y33.35975 	Z1.76051
N5197 	G01 	X5.39270 	Y33.35975 	Z1.79066
N5198 	G01 	X4.83606 	Y33.35975 	Z1.82366
N5199 	G01 	X4.28147 	Y33.35975 	Z1.85964
N5200 	G01 	X3.72900 	Y33.35975 	Z1.89875
N5201 	G01 	X3.17869 	Y33.35975 	Z1.94114
N5202 	G01 	X2.63058 	Y33.35975 	Z1.98695
N5203 	G01 	X2.08474 	Y33.35975 	Z2.03634
N5204 	G01 	X1.54119 	Y33.35975 	Z2.08944
N5205 	G01 	X1.00000 	Y33.35975 	Z2.14642

N5206 	G01 	X1.00000 	Y33.64054 	Z2.12381
N5207 	G01 	X1.54119 	Y33.64054 	Z2.06658
N5208 	G01 	X2.08474 	Y33.64054 	Z2.01335
N5209 	G01 	X2.63058 	Y33.64054 	Z1.96395
N5210 	G01 	X3.17869 	Y33.64054 	Z1.91824
N5211 	G01 	X3.72900 	Y33.64054 	Z1.87605
N5212 	G01 	X4.28147 	Y33.64054 	Z1.83725
N5213 	G01 	X4.83606 	Y33.64054 	Z1.80166
N5214 	G01 	X5.39270 	Y33.64054 	Z1.76914
N5215 	G01 	X5.95137 	Y33.64054 	Z1.73954
N5216 	G01 	X6.51200 	Y33.64054 	Z1.71269
N5217 	G01 	X7.07455 	Y33.64054 	Z1.68845
N5218 	G01 	X7.63898 	Y33.64054 	Z1.66666
N5219 	G01 	X8.20522 	Y33.64054 	Z1.64717
N5220 	G01 	X8.77325 	Y33.64054 	Z1.62981
N5221 	G01 	X9.34300 	Y33.64054 	Z1.61445
N5222 	G01 	X9.91443 	Y33.64054 	Z1.60091
N5223 	G01 	X10.48750 	Y33.64054 	Z1.58906
N5224 	G01 	X11.06214 	Y33.64054 	Z1.57873
N5225 	G01 	X11.63833 	Y33.64054 	Z1.56977
N5226 	G01 	X12.21600 	Y33.64054 	Z1.56203
N5227 	G01 	X12.79511 	Y33.64054 	Z1.55534
N5228 	G01 	X13.37562 	Y33.64054 	Z1.54957
N5229 	G01 	X13.95746 	Y33.64054 	Z1.54455
N5230 	G01 	X14.54061 	Y33.64054 	Z1.54012
N5231 	G01 	X15.12500 	Y33.64054 	Z1.53615
N5232 	G01 	X15.71059 	Y33.64054 	Z1.53246
N5233 	G01 	X16.29734 	Y33.64054 	Z1.52890
N5234 	G01 	X16.88518 	Y33.64054 	Z1.52533
N5235 	G01 	X17.47409 	Y33.64054 	Z1.52159
N5236 	G01 	X18.06400 	Y33.64054 	Z1.51752
N5237 	G01 	X18.65487 	Y33.64054 	Z1.51296
